Time,Temperature,Humidity,Soil Moisture,Wind Direction,Wind Speed,Rain
00:02:10,15.94,74.6845703125,294,NW,0.53932439678284,79.9084
00:07:14,15.81,74.6875,288,SE,0,79.9084
00:12:18,15.7,74.794921875,291,NE,0,79.9084
00:17:22,15.58,74.833984375,289,S,0,79.9084
00:22:26,15.49,74.876953125,289,S,0,79.9084
00:27:30,15.44,75.2412109375,289,S,0,79.9084
00:32:34,15.37,74.5888671875,289,S,0,79.9084
00:37:37,15.31,74.822265625,287,S,0,79.9084
00:42:41,15.24,74.9853515625,289,S,0,79.9084
00:47:45,15.21,75.0859375,287,S,0,79.9084
00:52:49,15.16,74.4833984375,288,SE,0,79.9084
00:57:53,15.08,74.7373046875,293,N,0,79.9084
01:02:57,15,74.79296875,295,N,0,79.9084
01:08:01,14.92,74.76953125,294,W,0,79.9084
01:13:04,14.83,74.904296875,287,S,0.53932439678284,79.9084
01:18:08,14.72,75.2587890625,290,S,0.53932439678284,79.9084
01:23:12,14.67,75.4013671875,289,S,0,79.9084
01:28:16,14.66,75.2236328125,286,SE,0,79.9084
01:33:20,14.64,75.08203125,288,SE,0,79.9084
01:38:24,14.58,74.83984375,288,SE,0,79.9084
01:43:27,14.56,74.9296875,288,SE,0,79.9084
01:48:31,14.47,74.9248046875,289,S,0,79.9084
01:53:35,14.37,75.0126953125,288,S,0,79.9084
01:58:39,14.27,74.3310546875,288,S,0,79.9084
02:03:43,14.19,74.3193359375,289,NE,0,79.9084
02:08:46,14.08,74.474609375,288,NE,0,79.9084
02:13:50,14,74.6357421875,287,SE,0,79.9084
02:18:54,13.94,74.6845703125,288,SE,0,79.9084
02:23:58,13.85,74.44921875,291,SW,0,79.9084
02:29:02,13.75,74.3271484375,289,S,0.53932439678284,79.9084
02:34:05,13.71,75.6787109375,291,S,0,79.9084
02:39:09,13.67,75.021484375,287,SE,0,79.9084
02:44:13,13.57,74.1796875,289,S,1.07864879356568,79.9084
02:49:17,13.51,75.1572265625,290,S,0,79.9084
02:54:21,13.48,74.9541015625,290,NE,0,79.9084
02:59:25,13.43,74.630859375,290,NE,0,79.9084
03:04:28,13.34,74.1416015625,289,SE,0,79.9084
03:09:32,13.29,74.7470703125,286,SE,0,79.9084
03:14:36,13.24,74.599609375,287,SE,0,79.9084
03:19:40,13.11,73.9404296875,286,E,0,79.9084
03:24:44,12.94,73.7255859375,286,E,0,79.9084
03:29:48,12.8,73.8662109375,284,E,0,79.9084
03:34:51,12.71,73.861328125,287,SE,0,79.9084
03:39:55,12.64,74.3935546875,285,SE,0,79.9084
03:44:59,12.61,74.5751953125,287,SE,0,79.9084
03:50:03,12.55,74.296875,286,E,0,79.9084
03:55:07,12.45,74.8955078125,288,S,1.07864879356568,79.9084
04:00:10,12.37,74.740234375,288,S,0.53932439678284,79.9084
04:05:14,12.36,75.005859375,288,S,0,79.9084
04:10:18,12.36,75.203125,290,S,0.53932439678284,79.9084
04:15:22,12.36,75.7587890625,289,S,0,79.9084
04:20:26,12.38,75.5205078125,289,S,0,79.9084
04:25:29,12.38,75.091796875,287,S,0,79.9084
04:30:33,12.38,74.9765625,287,S,0,79.9084
04:35:37,12.38,74.9873046875,288,S,0,79.9084
04:40:41,12.38,75.1484375,288,S,0,79.9084
04:45:44,12.37,74.671875,288,S,0,79.9084
04:50:48,12.37,75.203125,288,S,0,79.9084
04:55:52,12.37,75.2724609375,290,S,0,79.9084
05:00:56,12.35,75.09765625,290,S,0,79.9084
05:06:00,12.29,74.890625,288,S,0,79.9084
05:11:03,12.24,74.8134765625,286,S,0,79.9084
05:16:07,12.21,74.3203125,290,S,0,80.1878
05:21:11,12.19,75.0009765625,288,S,0,80.1878
05:26:15,12.18,75.3681640625,288,S,0,80.1878
05:31:19,12.16,74.763671875,288,S,0,80.1878
05:36:23,12.13,74.9208984375,290,S,0,80.1878
05:41:26,12.1,75.6337890625,288,S,0,80.1878
05:46:30,12.1,75.03125,288,S,0,80.1878
05:51:34,12.04,75.21875,289,S,0,80.1878
05:56:38,12.03,75.3779296875,288,S,0,80.1878
06:01:41,12.04,75.390625,287,S,0,80.1878
06:06:45,12.01,75.0146484375,286,E,0,80.1878
06:11:49,11.9,74.3857421875,290,NE,0,80.1878
06:16:53,11.74,74.1044921875,290,NE,0,80.1878
06:21:57,11.65,74.421875,288,NE,0,80.1878
06:27:00,11.57,74.212890625,287,SE,0,80.1878
06:32:04,11.51,74.5380859375,285,SE,0,80.1878
06:37:08,11.51,74.791015625,287,SE,0,80.1878
06:42:12,11.48,74.6591796875,289,SE,0,80.1878
06:47:16,11.44,74.849609375,287,SE,0,80.1878
06:52:20,11.43,75.125,288,S,0,80.1878
06:57:23,11.41,75.4443359375,290,S,0,80.1878
07:02:27,11.43,74.9169921875,288,S,0,80.1878
07:07:31,11.42,74.9599609375,288,S,0,80.1878
07:12:35,11.41,74.763671875,290,S,0,80.1878
07:17:39,11.36,74.2587890625,293,SW,0,80.1878
07:22:43,11.33,74.056640625,287,SE,0,80.1878
07:27:46,11.3,73.958984375,287,SE,0,80.1878
07:32:50,11.29,73.4609375,287,SE,0,80.1878
07:37:54,11.32,73.9873046875,287,SE,0,80.1878
07:42:58,11.4,74.578125,287,SE,0,80.1878
07:48:02,11.52,74.5048828125,288,SE,0,80.1878
07:53:06,11.63,74.166015625,285,SE,0,80.1878
07:58:10,11.77,73.923828125,286,SE,0,80.1878
08:03:13,11.94,73.708984375,290,NE,0,80.1878
08:08:17,12.1,74.5810546875,290,NE,0,80.1878
08:13:21,12.33,74.595703125,290,NE,0,80.1878
08:18:25,12.59,74.767578125,288,NE,0,80.1878
08:23:29,12.9,75.3056640625,290,NE,0,80.1878
08:28:33,13.22,75.154296875,292,NE,0,80.1878
08:33:37,13.55,75.12890625,291,NE,0,80.1878
08:38:40,13.85,74.83203125,291,NE,0,80.1878
08:43:44,14.19,75.2490234375,292,NE,0,80.1878
08:48:48,14.54,74.517578125,290,NE,0.53932439678284,80.1878
08:53:52,14.88,74.423828125,290,NE,0,80.1878
08:58:56,15.22,74.095703125,293,N,0.53932439678284,80.1878
09:04:00,15.58,74.4140625,291,NE,0.53932439678284,80.1878
09:09:04,15.92,74.19140625,293,N,0,80.1878
09:14:07,16.34,74.0966796875,293,N,1.07864879356568,80.1878
09:19:11,16.72,74.0087890625,292,SW,0,80.1878
09:24:15,17.02,73.5205078125,291,SW,0,80.1878
09:29:19,17.22,72.91015625,290,NE,0,80.1878
09:34:22,17.54,73.419921875,295,N,0.53932439678284,80.1878
09:39:26,17.86,73.0517578125,292,NW,0,80.1878
09:44:30,18.22,72.546875,294,N,0,80.1878
09:49:34,18.56,72.9296875,294,N,0,80.1878
09:54:38,18.98,73.1416015625,294,N,1.07864879356568,80.1878
09:59:42,19.43,72.4140625,295,NW,1.07864879356568,80.1878
10:04:46,19.98,73.0576171875,288,E,1.07864879356568,80.1878
10:09:50,20.67,73.251953125,295,NW,1.07864879356568,80.1878
10:14:53,21.35,72.205078125,295,NW,1.61797319034853,80.1878
10:19:57,22.11,72.126953125,296,NW,0.53932439678284,80.1878
10:25:01,23.33,71.2529296875,297,N,1.07864879356568,80.1878
10:30:05,25.02,68.55078125,294,NE,3.23594638069705,80.1878
10:35:09,26.78,65.6064453125,293,NE,1.07864879356568,80.1878
10:40:13,28.57,62.759765625,296,N,2.15729758713137,80.1878
10:45:16,30.43,59.9775390625,297,W,0.53932439678284,80.1878
10:50:20,32.22,55.626953125,291,N,0.53932439678284,80.1878
10:55:24,34.1,51.232421875,296,NW,1.07864879356568,80.1878
11:00:28,35.86,47.9619140625,293,NE,3.23594638069705,80.1878
11:05:32,37.74,44.216796875,289,E,3.77527077747989,80.1878
11:10:35,39.52,42.2265625,295,N,2.69662198391421,80.1878
11:15:39,41.01,40.2685546875,295,NW,1.07864879356568,80.1878
11:20:43,42.35,38.59765625,294,NE,2.15729758713137,80.1878
11:25:47,43.16,37.98828125,297,NW,1.07864879356568,80.1878
11:30:51,292,NE,1.61797319034853,80.1878
11:35:55,42.81,37.99609375,292,N,3.23594638069705,80.1878
11:40:58,295,NW,2.69662198391421,80.1878
11:46:02,40.23,43.3359375,291,N,2.69662198391421,80.1878
11:51:06,40.52,44.73046875,42.4,41.439453125,295,NW,2.69662198391421,80.1878
12:01:14,41.64,41.521484375,290,S,2.15729758713137,80.1878
12:06:18,43.64,39.0302734375,295,NW,2.15729758713137,80.1878
12:11:21,296,N,2.69662198391421,80.1878
12:16:25,40.59,45.3837890625,295,NW,1.07864879356568,80.1878
12:21:29,37.14,46.8369140625,289,S,5.93256836461126,80.1878
12:26:33,34.75,50.23828125,292,NW,1.07864879356568,80.1878
12:31:37,34.06,53.0625,285,E,2.15729758713137,80.1878
12:36:41,34.02,54.7333984375,285,E,1.07864879356568,80.1878
12:41:45,40.09,47.2724609375,295,NW,1.07864879356568,80.1878
12:46:48,44.48,41.69921875,293,SW,2.69662198391421,80.1878
12:51:52,47.25,36.94140625,297,???,2.69662198391421,80.1878
12:56:56,291,W,4.31459517426273,80.1878
13:02:00,291,SW,2.69662198391421,80.1878
13:07:04,50.39,31.748046875,296,W,2.15729758713137,80.1878
13:17:11,52.11,28.4326171875,291,S,4.85391957104558,80.1878
13:27:19,53.66,27.5107421875,296,W,2.69662198391421,80.1878
13:37:27,293,SW,3.77527077747989,80.1878
13:47:34,58.32,19.2939453125,295,NW,1.61797319034853,80.1878
14:02:46,59.65,18.369140625,296,SW,2.69662198391421,80.1878
14:12:53,291,S,5.93256836461126,80.1878
14:23:01,60.21,17.8935546875,294,NW,4.85391957104558,80.1878
14:33:09,54.11,26.0048828125,294,N,1.61797319034853,80.1878
14:43:17,54.95,24.8125,294,SW,1.07864879356568,80.1878
14:48:21,53.53,24.16015625,287,SE,1.07864879356568,80.1878
14:53:25,289,S,3.23594638069705,80.1878
14:58:28,52.75,27.6376953125,289,SW,0.53932439678284,80.1878
15:08:36,54.61,26.75390625,294,W,1.61797319034853,80.1878
15:13:40,55.5,23.76953125,291,S,4.31459517426273,80.1878
15:23:47,295,NW,2.15729758713137,80.1878
15:28:51,52.76,24.8271484375,287,SW,8.62919034852547,80.1878
15:33:55,290,???,1.61797319034853,80.1878
15:38:59,49.45,30.375,294,N,2.69662198391421,80.1878
15:44:03,52.82,26.23046875,292,W,1.07864879356568,80.1878
15:49:07,293,N,2.69662198391421,80.1878
15:54:10,53.56,26.0654296875,80.1878
15:59:14,288,S,4.31459517426273,80.1878
16:04:18,48.61,30.7783203125,292,N,4.31459517426273,80.1878
16:09:22,49.92,30.7998046875,295,W,3.23594638069705,80.1878
16:14:26,49.7,31.1416015625,294,NW,2.15729758713137,80.1878
16:19:30,48.31,33.2080078125,295,NW,1.07864879356568,80.1878
16:24:33,45.09,35.5771484375,290,???,4.85391957104558,80.1878
16:29:37,41.18,39.173828125,287,S,3.23594638069705,80.1878
16:34:41,36.75,44.1591796875,290,SW,2.15729758713137,80.1878
16:39:45,33.85,48.87890625,291,S,2.15729758713137,80.1878
16:44:49,32.3,51.166015625,291,NW,4.85391957104558,80.1878
16:49:53,31.33,54.0595703125,284,???,2.15729758713137,80.1878
16:54:57,29.92,56.037109375,291,N,3.23594638069705,80.1878
17:00:01,28.67,58.63671875,290,W,3.77527077747989,80.1878
17:05:05,28.15,59.6416015625,292,NW,2.69662198391421,80.1878
17:10:08,27.73,61.48828125,289,SW,1.61797319034853,80.1878
17:15:12,27.04,62.2958984375,292,NW,1.61797319034853,80.1878
17:20:16,26.24,63.8271484375,291,NW,2.15729758713137,80.1878
17:25:20,25.57,65.478515625,287,S,1.07864879356568,80.1878
17:30:24,24.98,66.8388671875,287,S,2.15729758713137,80.1878
17:35:28,24.61,68.751953125,292,NW,1.07864879356568,80.1878
17:40:32,24.39,69.41015625,288,NW,3.23594638069705,80.1878
17:45:35,24.2,70.521484375,289,SW,0.53932439678284,80.1878
17:50:39,24,70.8125,291,N,1.07864879356568,80.1878
17:55:43,23.86,71.8017578125,292,NW,1.07864879356568,80.1878
18:00:47,23.76,71.98828125,292,W,0.53932439678284,80.1878
18:05:51,23.58,71.400390625,292,N,1.07864879356568,80.1878
18:10:54,23.43,71.5556640625,287,S,1.07864879356568,80.1878
18:15:58,23.34,71.45703125,291,N,0.53932439678284,80.1878
18:21:02,23.21,71.6982421875,285,SE,2.15729758713137,80.1878
18:26:06,22.91,71.9697265625,292,N,1.07864879356568,80.1878
18:31:10,22.5,72.4140625,292,???,1.61797319034853,80.1878
18:36:14,22.1,73.048828125,291,NW,0.53932439678284,80.1878
18:41:17,21.77,73.384765625,293,W,0.53932439678284,80.1878
18:46:21,21.47,73.3720703125,291,NW,0.53932439678284,80.1878
18:51:25,21.2,73.6943359375,291,NE,0,80.1878
18:56:29,20.94,73.69921875,287,S,0.53932439678284,80.1878
19:01:33,20.69,74.3671875,291,NW,0,80.1878
19:06:36,20.46,74.080078125,287,S,0,80.1878
19:11:40,20.19,73.693359375,290,N,0,80.1878
19:16:44,19.92,73.2705078125,291,N,0,80.1878
19:21:48,19.63,73.0009765625,293,N,0,80.1878
19:26:52,19.29,72.4384765625,286,E,0,80.1878
19:31:56,18.96,72.408203125,285,E,0,80.1878
19:36:59,18.66,72.86328125,285,E,0,80.1878
19:42:03,18.39,72.9853515625,285,E,0,80.1878
19:47:07,18.19,73.3984375,285,E,0,80.1878
19:52:11,18,73.6943359375,286,E,0,80.1878
19:57:15,17.84,74.2197265625,286,S,0.53932439678284,80.1878
20:02:18,17.73,74.9638671875,287,S,0,80.1878
20:07:22,17.69,75.3193359375,287,S,0,80.1878
20:12:26,17.65,75.2421875,287,S,0.53932439678284,80.1878
20:17:30,17.6,75.5859375,286,S,0,80.1878
20:22:34,17.55,75.6123046875,286,S,0,80.1878
20:27:38,17.43,74.431640625,289,NE,0.53932439678284,80.1878
20:32:41,17.2,73.375,285,E,0,80.1878
20:37:45,16.97,73.455078125,286,E,0,80.1878
20:42:49,16.78,73.69140625,285,E,0,80.1878
20:47:53,16.62,73.7822265625,285,E,0,80.1878
20:52:56,16.46,73.896484375,285,E,0,80.1878
20:58:00,16.32,73.908203125,283,E,0,80.1878
21:03:04,16.18,74.2353515625,287,S,0.53932439678284,80.1878
21:08:08,16.12,74.50390625,288,S,0,80.1878
21:13:11,16.04,74.548828125,287,S,0,80.1878
21:18:15,15.98,74.6669921875,288,S,0,80.1878
21:23:19,15.89,74.4775390625,288,S,0,80.1878
21:28:23,15.76,73.966796875,286,S,0,80.1878
21:33:27,15.65,74.041015625,287,S,0,80.1878
21:38:31,15.53,74.3583984375,287,S,0,80.1878
21:43:35,15.42,74.234375,287,S,0,80.1878
21:48:38,15.33,74.2548828125,288,S,0,80.1878
21:53:42,15.24,74.5546875,287,S,0,80.1878
21:58:46,15.15,74.73828125,285,E,0,80.1878
22:03:50,15.05,74.5224609375,283,E,0,80.1878
22:08:54,14.93,74.1298828125,290,NE,0,80.1878
22:13:57,14.81,74.14453125,288,NE,0,80.1878
22:19:01,14.67,74.15625,287,NE,0,80.1878
22:24:05,14.54,74.2158203125,288,NE,0,80.1878
22:29:09,14.47,74.8671875,287,S,0.53932439678284,80.1878
22:34:13,14.39,75.017578125,288,S,0,80.1878
22:39:16,14.36,75.1962890625,287,S,0,80.1878
22:44:20,14.33,75.0986328125,285,S,0,80.1878
22:49:24,14.23,74.2216796875,287,S,0,80.1878
22:54:28,14.15,74.650390625,287,S,0,80.1878
22:59:31,14.05,74.6923828125,283,E,0,80.1878
23:04:35,13.99,74.6455078125,284,E,0,80.1878
23:09:39,13.87,74.3935546875,288,NE,0,80.1878
23:14:43,13.78,74.8671875,285,SE,0,80.1878
23:19:47,13.74,75.1943359375,287,SE,0,80.1878
23:24:50,13.7,75.0263671875,286,SE,0,80.1878
23:29:54,13.67,75.021484375,286,E,0,80.1878
23:34:58,13.56,74.271484375,284,E,0,80.1878
23:40:02,13.43,74.3984375,283,E,0,80.1878
23:45:05,13.35,74.654296875,285,E,0,80.1878
23:50:09,13.32,74.890625,283,E,0,80.1878
23:55:13,13.29,74.7705078125,285,E,0,80.1878
